The Deal (No Deal)	VARIOUS ARTISTS	maybe	6cd4QEGPAw9YILiObOSr1u	The Deal (No Deal)	Chess (The Original Recording / Remastered / Deluxe Edition)	Murray Head,Tommy Körberg,Elaine Paige
Dear Mr. Fantasy	Steve Winwood	yes	2aB5fTKKjuhkI58gksAaBR	Dear Mr. Fantasy	Dear Mr. Fantasy	Steve Winwood
Dear Old Friend	Andrew Lloyd Webber	yes	6fGQkUlcvVsEKqq3g8lFtM	Dear Old Friend	Love Never Dies	Andrew Lloyd Webber
Dear Old Shiz (From "Wicked" Original Broadway Cast Recording/2003)	VARIOUS ARTISTS	no				
Dear Theodosia	Lin-Manuel Miranda	yes	2sEq2rC3ynYsT49x7utWnd	Dear Theodosia	Hamilton (Original Broadway Cast Recording)	Leslie Odom Jr.,Lin-Manuel Miranda
death bed (coffee for your head)	Powfu & beabadoobee	maybe	7eJMfftS33KTjuF7lTsMCx	death bed (coffee for your head)	death bed (coffee for your head)	Powfu,beabadoobee
Death of a Bachelor	Panic! At The Disco	yes	1BECwm5qkaBwlbfo4kpYx8	Death of a Bachelor	Death of a Bachelor	Panic! At The Disco
The Death Of Gavroche	Les Misérables Cast	maybe	1wMdRZT8YiWbRWhWhIEgN5	The Death Of Gavroche	Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition)	Aaron Tveit,Daniel Huttlestone,Students
Deathstalker Territory	VARIOUS ARTISTS	maybe	5KpBp4q8dPEjXtdp4gLJTD	Deathstalker Territory	Kipo And The Age Of Wonderbeasts (Season 2 Mixtape)	Daniel Rojas
Deep Forbidden Lake (2017 Remaster)	Neil Young	no				
Deep Purple	Peter Mintun	yes	3hOD0XA7IM3t7zLC6PImGL	Deep Purple	Deep Purple And Other Piano Solos From The 1920s And 1930s	Peter Mintun
Defender	Francesca Battistelli	yes	3VHNtJNVPazkHGpeGgpoOd	Defender	Own It	Francesca Battistelli,Steffany Gretzinger
Defying Gravity (From "Wicked" Original Broadway Cast Recording/2003)	VARIOUS ARTISTS	no				
Deliver Us	VARIOUS ARTISTS	maybe	2q3X0uc2XpGruqitKOm3xa	Deliver Us	The Prince Of Egypt (Music From The Original Motion Picture Soundtrack)	Ofra Haza,Eden Riegel
Delta	alt-J	yes	35e0cOznVkn7vrkcMEO5LW	Delta	The Dream	alt-J
Dernière danse (Techno Mix)	Indila & BENNETT	no				
Desert Night	RÜFÜS DU SOL	yes	59ZfFk7ETa57vQY07XxliT	Desert Night	Atlas (Light / Dark Deluxe Edition)	RÜFÜS DU SOL
Despacito	Luis Fonsi [feat. Daddy Yankee]	maybe	6rPO02ozF3bM7NnOV4h6s2	Despacito - Remix	Despacito Feat. Justin Bieber (Remix)	Luis Fonsi,Daddy Yankee,Justin Bieber
Despacito (Remix) [feat. Justin Bieber]	VARIOUS ARTISTS	no				
Devil	Two Feet	yes	1xKqbhFvRsZsSJa68zwN8a	Devil	Shape & Form	Two Feet
Devil Take The Hindmost	Andrew Lloyd Webber	yes	06XA0QWElEXwQBTBhdM0oE	Devil Take The Hindmost	Love Never Dies	Andrew Lloyd Webber
Devil Take The Hindmost (Quartet)	Andrew Lloyd Webber	yes	4ZfpW8TR4MKATYiQGrc147	Devil Take The Hindmost (Quartet)	Love Never Dies	Andrew Lloyd Webber
The Devil Went Down to Georgia	The Charlie Daniels Band	yes	383Xl5QTigwj3QiA3Qc6S7	The Devil Went Down to Georgia	A Decade Of Hits	The Charlie Daniels Band
Devil’s Backbone	The Civil Wars	yes	1XTp9AoHDoCQMmMWH0ch8M	Devil’s Backbone	The Civil Wars	The Civil Wars
Didn't I	Kelly Clarkson	no				
Dirty	Jessie Murph & Teddy Swims	maybe	2ZAEbGGj1yXJRCoVaEn16K	Dirty (feat. Teddy Swims)	Dirty (feat. Teddy Swims)	Jessie Murph,Teddy Swims
Disappear	VARIOUS ARTISTS	maybe	02mQcDoU5cn15U6tqZmL4e	Disappear	X	INXS
Dissolve (acoustic)	Absofacto	no				
Dissolve Me	alt-J	yes	2Dv7PTwSoB17f3VFDIKw8m	Dissolve Me	An Awesome Wave	alt-J
Diverse City	TobyMac	yes	51obezwLq8YBe4uxHNFRL9	Diverse City	Welcome To Diverse City	TobyMac
DNA	The Piano Guys	yes	4YlcFwGTFW7HLJHTTdDn3R	DNA	Limitless	The Piano Guys
Do I Wanna Know?	Arctic Monkeys	yes	5FVd6KXrgO9B3JPmC8OPst	Do I Wanna Know?	AM	Arctic Monkeys
Do It Again	Elevation Worship	yes	3iOpiHDobxZO7S4p9Y2Fgu	Do It Again	There Is a Cloud	Elevation Worship
Do It To It [feat. Cherish]	Acraze [feat. Cherish]	no				
Do It To It (Tiësto Remix) [feat. Cherish & Tiësto]	Acraze [feat. Cherish & Tiësto]	no				
Do You Hear The People Sing?	Les Misérables Cast	yes	0g8H61FNXHHhMVHB0jwdzH	Do You Hear The People Sing?	Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition)	Aaron Tveit,Eddie Redmayne,Students,Les Misérables Cast
Do You Hear That? / I Wonder (From "Sleeping Beauty"/Soundtrack Version)	VARIOUS ARTISTS	no				
Do You Hear What I Hear? (Remastered 2006)	Bing Crosby	no				
Do You Know	TobyMac	no				
The Docks (Lovely Ladies)	Les Misérables Cast	yes	3tzEvrv2NNt4e9hKTPuvji	The Docks (Lovely Ladies)	Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition)	Anne Hathaway,Les Misérables Cast
Dog Days Are Over	Florence + The Machine	yes	1YLJVmuzeM2YSUkCCaTNUB	Dog Days Are Over	Lungs (Deluxe Edition)	Florence + The Machine
Doin' Time	Lana Del Rey	yes	0Oqc0kKFsQ6MhFOLBNZIGX	Doin' Time	Norman Fucking Rockwell!	Lana Del Rey
Domestic Bliss	Glass Animals	yes	26E2fb3lp8MUEHq1WagF5f	Domestic Bliss	Dreamland	Glass Animals
Don't Bring Me Down (Interlude)	TobyMac	no				
Don't Cha (Radio Edit)	The Pussycat Dolls	no				
Don't Fence Me In	Labrinth	yes	5CAywHU7hnMrEabrwVT1Ro	Don't Fence Me In	Don't Fence Me In	Labrinth
Don't Forget About Me	VARIOUS ARTISTS	no				
Don't Let Me Down	The Chainsmokers	yes	1i1fxkWeaMmKEB4T7zqbzK	Don't Let Me Down	Don't Let Me Down	The Chainsmokers,Daya
DON'T LOOK DOWN (Manila Killa Remix)	San Holo [feat. Lizzy Land]	no				
Don't Stop Now	VARIOUS ARTISTS	maybe	1NMyfQOwCkrDThPLNVNazr	Don't Stop Now	Ralfi Pagán	Ralfi Pagan
Don't Tread On Me	We The Kingdom	yes	6JkAOSRkdvaPogmH3HOJXO	Don't Tread On Me	Don't Tread On Me	We The Kingdom
Don't Worry, Be Happy (From "Hotel Transylvania 3")	VARIOUS ARTISTS	maybe	22MpTI4qlnmgKtYr5GRZCC	Don't Worry, Be Happy (From "Hotel Transylvania 3")	Kids Movie Songs 2018	Countdown Singers
Don't You Wanna Stay (with Kelly Clarkson)	Jason Aldean	yes	0ZbmQnOlXM8liVcNVtNxmD	Don't You Wanna Stay (with Kelly Clarkson)	My Kinda Party	Jason Aldean,Kelly Clarkson
Don’t Blame Me	Taylor Swift	yes	1R0a2iXumgCiFb7HEZ7gUE	Don’t Blame Me	reputation	Taylor Swift
DONTTRUSTME	3OH!3	yes	5jzX4dWVQeBTtfBaXnMRt5	DONTTRUSTME	WANT	3OH!3
Doses & Mimosas	Cherub	yes	44CZRkOxv7UItaAUmh8PgN	Doses & Mimosas	Year of the Caprese	Cherub
Double Trouble (Film Version)	VARIOUS ARTISTS	no				
Double Trouble (Tiësto's Euro 90s Tribute Remix)	VARIOUS ARTISTS	no				
Doubt Comes In	Anaïs Mitchell	yes	2x8kE2swt30zGRNJcko6uw	Doubt Comes In	Hadestown	Anaïs Mitchell,Justin Vernon
Doubting Thomas	Nickel Creek	yes	5Y5mqKOWd1wzqSqBeYaeO9	Doubting Thomas	Why Should The Fire Die?	Nickel Creek
Down	blink-182	no				
Down	Jason Walker	yes	7FWWMsKZyVZ70awxDXy47f	Down	Jason Walker	Jason Walker
Down by the River (2017 Remaster)	Neil Young	no				
Down in New Orleans (Finale)	VARIOUS ARTISTS	maybe	1fvc8FP8MUrIbHGYb4kF89	Down in New Orleans (Finale)	The Princess and the Frog (Original Motion Picture Soundtrack)	Anika Noni Rose
Down to the Wire (2017 Remaster)	Neil Young	no				
Down With Humans	VARIOUS ARTISTS	maybe	2q5g8N90kG2pQm5DRhxCmQ	Down With Humans	Kipo And The Age Of Wonderbeasts (Season 2 Mixtape)	John Lavelle
Downtown	Majical Cloudz	yes	4o9umFsPZmwRT5lve7QAps	Downtown	Are You Alone?	Majical Cloudz
Draw the Line (Yanou's Candlelight Mix)	Cascada	no				
Dream A Little Dream Of Me (Single Version)	Louis Armstrong & Ella Fitzgerald	no				
Dream Ballet	VARIOUS ARTISTS	maybe	0wmRTL4hvvQF9MlQvnLBC8	Dream Ballet	Oklahoma! (2019 Broadway Cast Recording)	Daniel Kluger,Oklahoma 2019 Broadway Orchestra
A Dream Is a Wish Your Heart Makes (From "Cinderella" / Soundtrack Version)	VARIOUS ARTISTS	no				
Dream A Little Dream Of Me	The Mamas & The Papas	yes	27hhIs2fp6w06N5zx4Eaa5	Dream A Little Dream Of Me	The Papas & The Mamas	The Mamas & The Papas
Dream A Little Dream Of Me	Ella Fitzgerald & Louis Armstrong	maybe	78MI7mu1LV1k4IA2HzKmHe	Dream A Little Dream Of Me - Single Version	Love, Ella	Ella Fitzgerald,Louis Armstrong
Dreamin' Man	Neil Young	yes	3lQVHa3aOBXjFvbrKHvAaq	Dreamin' Man	Harvest Moon	Neil Young
Dreamland	Glass Animals	yes	2LiDZmGERLzjrtBTCofj2G	Dreamland	Dreamland	Glass Animals
DRIFTING	NF	yes	2hRlHXzOf14ArYmOPeAXsa	DRIFTING	CLOUDS (THE MIXTAPE)	NF
Drink to That All Night	Jerrod Niemann	yes	3M31S6f0z8S3nkFh3eS06W	Drink to That All Night	High Noon	Jerrod Niemann
Drink With Me	Les Misérables Cast	maybe	5D2mHuaTpubjIGtrtQ0uQ1	Drink With Me	Les Misérables (Original 1985 London Cast Recording)	Clive Carter,"Les Misérables Original London Cast" Ensemble
Drop The Game	VARIOUS ARTISTS	maybe	3wFFW1B6WAmAFGOwdEOOZR	Drop The Game	Lockjaw	Flume,Chet Faker
Drop the Game	The Dartmouth Aires	yes	4pKo5WZVdZJ6J5rR8RS079	Drop the Game	Wayfairer - EP	The Dartmouth Aires
Drop It	Tujamo & Lukas Vane	maybe	6BwN05qKw4Q8bNoq3rYuz7	Drop It	Drop It	Tujamo,Lukas Vane
Drowning	VARIOUS ARTISTS	maybe	1f5cbQtDrykjarZVrShaDI	Drowning (feat. Kodak Black)	The Bigger Artist	A Boogie Wit da Hoodie,Kodak Black
The Drug In Me Is Reimagined	Falling In Reverse	yes	5GIWP2q6p92lFA10KUuL0z	The Drug In Me Is Reimagined	The Drug In Me Is Reimagined	Falling In Reverse
The Drug In Me Is You	Falling In Reverse	yes	1mB7dCUM7sPyNab6R43nlj	The Drug In Me Is You	The Drug In Me Is You	Falling In Reverse
DRUM GO DUM x POPSTARS (dennis marcus mashup)	Dennis Marcus	maybe	0dMDaYjkftM7TED4unjgrZ	DRUM GO DUM x POPSTARS (dennis marcus mashup)	Next Stop 다음역	dennis marcus
Drumming Song	Florence + The Machine	yes	7yD1uhq8xqCSdHLSkQ6sYL	Drumming Song	Lungs (Deluxe Edition)	Florence + The Machine
Dry Bones	Gungor	yes	4ywugrAa8pJtzVOFWaLnWz	Dry Bones	Beautiful Things	Gungor
Dueling Guitars (Album Version)	August Rush (Motion Picture Soundtrack)	no				
dying on the inside	Nessa Barrett	yes	6h1s7cKnUtsbRpE5bwnUTf	dying on the inside	dying on the inside	Nessa Barrett
The Earth Is Yours	Gungor	no				
Earth Song	Seraphic Fire	no				
Earth Song	David Garrett	yes	24PjjSFCtmPOSrLg5aQ4pf	Earth Song	Rock Revolution	David Garrett
Eastside	benny blanco	yes	0d2iYfpKoM0QCKvcLCkBao	Eastside (with Halsey & Khalid)	Eastside (with Halsey & Khalid)	benny blanco,Halsey,Khalid
Easy Target	blink-182	yes	0fsrRvpqr904AdKAPDXFkq	Easy Target	blink-182	blink-182
Edge of the Blade	Epica	yes	3ALgeFDqzYDo9BOE1w9QFj	Edge of the Blade	The Holographic Principle	Epica
Eee-o Eleven	VARIOUS ARTISTS	no				
Einaudi: Experience	Ludovico Einaudi	no				
Einaudi: Nuvole Bianche	Ludovico Einaudi	no				
Einaudi: Una Mattina	Ludovico Einaudi	no				
The Election of 1800	Lin-Manuel Miranda	yes	0LpHC9mhPAQC98IjXZIrif	The Election of 1800	Hamilton (Original Broadway Cast Recording)	Daveed Diggs,Okieriete Onaodowan,Leslie Odom Jr.,Lin-Manuel Miranda,Original Broadway Cast of Hamilton
Electric Love	BØRNS	yes	2GiJYvgVaD2HtM8GqD9EgQ	Electric Love	Dopamine	BØRNS
Elgar / Something Inside (Album Version)	August Rush (Motion Picture Soundtrack)	no				
Emmanuel	Amy Grant	yes	1VCV9JOTDIzuqTB1aDNLvG	Emmanuel	A Christmas Album	Amy Grant
Emmanuel, God With Us	Amy Grant	yes	2sG0U1C7Yelb4fndDLZlnv	Emmanuel, God With Us	Home For Christmas	Amy Grant
Empire Now	Hozier	yes	7bQRGSTZYc8qedKrW9FmYI	Empire Now	Unheard	Hozier
Empty Chairs At Empty Tables	Les Misérables Cast	maybe	29bONW7GKEq7ZDBqiQC2PV	Empty Chairs At Empty Tables	Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition)	Eddie Redmayne
The End	JPOLND	yes	6CyoMFZcnFzoeiHBu5R32E	The End	The End	JPOLND
End Game [feat. Ed Sheeran & Future]	Taylor Swift	no				
The End?	Johannes Ringen	yes	0DuaZUMS1KHStcuXTuAL8b	The End?	Troll (Soundtrack from the Netflix Film)	Johannes Ringen
Endgame #3/Chess Game #3	VARIOUS ARTISTS	maybe	4jqEejhFhW4zeZyaAnrtsV	Endgame #3/Chess Game #3	Chess In Concert	Chess In Concert
Endless	Bethel Music	yes	6dEnBq0Redmg7kj6mbUzts	Endless Alleluia (Live)	Victory (Live)	Bethel Music,Cory Asbury
Endless Alleluia	Bethel Music	yes	6dEnBq0Redmg7kj6mbUzts	Endless Alleluia (Live)	Victory (Live)	Bethel Music,Cory Asbury
Endless Fight	Carpetman	yes	3lC2gnXn27FLgJgcFYMEAR	Endless Fight	Endless Fight	Carpetman
Enemies to Lovers	Joshua Kyan Aalampour	yes	0HzMD3JskQJGGVgEOfMeoA	Enemies to Lovers	Enemies to Lovers	Joshua Kyan Aalampour
Enemy	Tommee Profitt	yes	5X3T8jHNIJSXviiDmiBdz0	Enemy	Cinematic Songs (Vol. 6)	Tommee Profitt,Beacon Light,Sam Tinnesz
Enemy (from the series Arcane League of Legends)	Imagine Dragons, J.I.D, Arcane & League of Legends	maybe	72GsidlGNq4DVig0RYzZ3q	Enemy (from the series Arcane League of Legends)	Arcane League of Legends (Soundtrack from the Animated Series)	Imagine Dragons,JID
England	Working For A Nuclear Free City	maybe	12b2Cn3xtB4fTtJZUTaubx	England	Businessmen & Ghosts	Working for a Nuclear Free City
Enough	Lin-Manuel Miranda	no				
Epic I	Anaïs Mitchell	no				
Epic II	Anaïs Mitchell	yes	2hqT2TJCKmvexNRZngk3SD	Epic III ("They danced...") - Instrumental	Hadestown (Original Broadway Cast Recording)	Hadestown Original Broadway Band,Anaïs Mitchell
Epic III	Anaïs Mitchell	yes	2hqT2TJCKmvexNRZngk3SD	Epic III ("They danced...") - Instrumental	Hadestown (Original Broadway Cast Recording)	Hadestown Original Broadway Band,Anaïs Mitchell
Epic III ("They danced...") [Instrumental]	Anaïs Mitchell	no				
Epilogue	Les Misérables Cast	yes	5Yg4B6O0OGS5DFr327RV4i	Epilogue	Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition)	Les Misérables Cast
Epiphany	The Piano Guys	yes	06XspRiZpjqVdXVdJNVxzB	Epiphany	Limitless	The Piano Guys
Epiphany/Savages (Part 2) (Alternate Version)	VARIOUS ARTISTS	no				
Escape	Kx5, deadmau5 & Kaskade [feat. Hayla]	maybe	3KAExCnsrlAw9ugJcA1QDH	Escape (feat. Hayla)	Escape (feat. Hayla)	Kx5,deadmau5,Kaskade,HAYLA
Esther Accepts	VARIOUS ARTISTS	maybe	7g8orOngzDEMggotcuiwBw	Esther Accepts	Meet Me In St. Louis (Original Motion Picture Soundtrack)	MGM Studio Orchestra,Georgie Stoll
Ev'rybody Wants to Be a Cat	VARIOUS ARTISTS	maybe	2dAOKHKapOngJv8sMI8GGZ	Ev'rybody Wants to Be a Cat	Songs From The Aristocats	Scatman Crothers,Phil Harris,Thurl Ravenscroft,Liz English
Evacuate the Dancefloor	Cascada	yes	4Zfq7r0v4FKeoxwhyLYSyb	Evacuate the Dancefloor	Back On the Dancefloor	Cascada
Eveline	Nickel Creek	yes	5rbB234M0EaapxiDqOUyby	Eveline	Why Should The Fire Die?	Nickel Creek
Even If It Breaks Your Heart	Eli Young Band	yes	0Nu9WA8kEbBWEsay2s8Q0U	Even If It Breaks Your Heart	Life At Best	Eli Young Band
Ever After	Original Broadway Cast of Into the Woods	maybe	3AtlIGFsapBdp9H9BaX0bO	Ever After	Into The Woods (2022 Broadway Cast Recording)	‘Into The Woods’ 2022 Broadway Cast
Ever After (Instrumental)	VARIOUS ARTISTS	no				
Evermore	VARIOUS ARTISTS	maybe	3Yn97I3qIj7Px0Bi4rkD2q	Evermore	Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition)	Dan Stevens
Every Good Thing	Young Collective, Red Licorice & Utah	maybe	6FAis2tRzcFoWAExBcWePK	Every Good Thing	Every Good Thing	Young Collective,Red Licorice,UTAH
Every High	Kyson	no				
Every Storm (Runs Out Of Rain)	Gary Allan	yes	6s3dgEQgen7G85NtYUTEbD	Every Storm (Runs Out Of Rain)	Set You Free	Gary Allan
Every Victory (Live)	The Belonging Co & Danny Gokey	no				
Everybody (Backstreet's Back) (Extended Version)	Backstreet Boys	no				
Everybody Loves You	The Chicks	yes	7IcNcgNZjpBO78CoDT3FnX	Everybody Loves You	Gaslighter	The Chicks
Everybody's Gotta Live	Love	yes	53KaWf8R44BwbEwKEkvlUq	Everybody's Gotta Live	Reel to Real (Deluxe Version)	Love
Everything I Know	Lin-Manuel Miranda	no				
everything i wanted	Billie Eilish	yes	3ZCTVFBt2Brf31RLEnCkWJ	everything i wanted	everything i wanted	Billie Eilish
Everytime I Hear Your Name (Radio Edit)	Cascada	no				
Exactly How I Feel (feat. Gucci Mane)	Lizzo	yes	7BZtzkbV48eu0sGKhHP7R9	Exactly How I Feel (feat. Gucci Mane)	Cuz I Love You	Lizzo,Gucci Mane
Execution	VARIOUS ARTISTS	maybe	3POpqoO9i1UB6WzYZ0MvOC	The Execution Of All Things	The Execution Of All Things	Rilo Kiley
exes	Tate McRae	yes	4E63weMCaNZuGPEFMnuEi8	exes	THINK LATER	Tate McRae
Expecting to Fly (2017 Remaster)	Neil Young	no				
Experience	Dalal	maybe	7MmEy71j8XbM4ddLLFakgr	Experience - Piano & violin version	Experience (Piano & violin version)	ViOLiNiA Zhanna Stelmakh
Extreme Days	TobyMac	yes	6NmnDu5cHsyAZaVVRh9HvL	Extreme Days	Momentum	TobyMac
Faded (ODESZA Remix)	Zhu	no				
Fairytale	Milky Chance	yes	2nivH78IsDHEkxjPTEhPg1	Fairytale	Sadnecessary (Bonus Track Version)	Milky Chance
Fall	TobyMac	no				
Fall For You	Secondhand Serenade	yes	0bJ7Fs6uqdILGFy8O7Stz7	Fall For You	A Twist In My Story	Secondhand Serenade
Fall In Line	Christina Aguilera	yes	29zBeRiLVnkDEj7tvmLVOU	Fall In Line (feat. Demi Lovato)	Liberation	Christina Aguilera,Demi Lovato
The Fallen Interlude	blink-182	no				
Falling Fast (feat. GG Magree)	Seven Lions	yes	3TSk2ns9rVF8kiYOSuNx3r	Falling Fast (feat. GG Magree)	Beyond The Veil	Seven Lions,GG Magree
Familiar Taste of Poison	Halestorm	yes	3mkNZA4Q0dYvZIn6OZEmOz	Familiar Taste of Poison	Halestorm (Deluxe)	Halestorm
Family Hunt	VARIOUS ARTISTS	maybe	5oHm7eHrupB4adul5iXDrR	Family Hunt	Kipo And The Age Of Wonderbeasts (Season 3 Mixtape)	Daniel Rojas
The Family Madrigal	Lin-Manuel Miranda, Germaine Franco & Encanto - Cast	maybe	4b1yxSdlumA8N4fEk4UOZp	The Family Madrigal	Encanto (Original Motion Picture Soundtrack)	Stephanie Beatriz,Olga Merediz,Encanto - Cast
Family Tale	VARIOUS ARTISTS	maybe	3Bf43UWcdeCPK5y0wD0pXh	Family Tale	Kipo And The Age Of Wonderbeasts (Season 2 Mixtape)	Daniel Rojas
Fantaisie-impromptu in C-Sharp Minor, Op. 66	Vladimir Horowitz	yes	3YYZRftf9OFIV4jhygSNT5	Fantaisie-impromptu in C-Sharp Minor, Op. 66	Horowitz: The Last Recording	Frédéric Chopin,Vladimir Horowitz
Fantine's Arrest (Live)	Claude-Michel Schönberg & Alain Boublil	no				
Fantine's Arrest (Live)	Claude-Michel Schönberg & Alain Boublil	no				
Fantine’s Arrest	Les Misérables Cast	maybe	6Wu4zbiQH6eWUti4NgdjBR	Fantine’s Arrest	Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition)	Anne Hathaway,Hugh Jackman,Russell Crowe
Fantine’s Death	Les Misérables Cast	maybe	47JhUpExCronIR7puEZJLh	Fantine’s Death	Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition)	Anne Hathaway,Hugh Jackman
The Farmer And The Cowman	VARIOUS ARTISTS	maybe	1EQIrjhnfDLBLUE8Fkeh1I	The Farmer And The Cowman	Oklahoma! (Expanded Edition/Original Motion Picture Soundtrack)	Gordon MacRae,Gloria Grahame,Gene Nelson,Charlotte Greenwood,James Whitmore,Jay C. Flippen,Original 1955 Oklahoma! Chorus,Darcy M. Proper
Farmer Refuted	Lin-Manuel Miranda	yes	2G9lekfCh83S0lt2yfffBz	Farmer Refuted	Hamilton (Original Broadway Cast Recording)	Thayne Jasperson,Lin-Manuel Miranda,Original Broadway Cast of Hamilton
The Fear	The Score	yes	2cppGOIz0cuDnKoGzrDsJQ	The Fear	Pressure	The Score
Feed The Birds (Tuppence A Bag) (From "Mary Poppins"/Soundtrack Version)	VARIOUS ARTISTS	no				
Feel Good Inc.	Gorillaz	yes	0d28khcov6AiegSCpG5TuT	Feel Good Inc.	Demon Days	Gorillaz
Feel Invincible	Skillet	yes	0i8JFpqe9cKwnrcvoNgl1L	Feel Invincible	Unleashed	Skillet
Feel It [feat. Mr. TalkBox]	TobyMac	no				
Feel It (feat. Tunji Ige)	GTA	maybe	3Vad9kkHv0DZZ0ioJdRrYV	Feel It (feat. Tunji Ige)	Good Times Ahead	Good Times Ahead,What So Not,Tunji Ige
Feel So Cold	Carpetman	yes	5FQxl0Q0qt79GVI9TqucMg	Feel So Cold	Feel So Cold	Carpetman
feel something	Bea Miller	yes	7JDWhC422Gtk1Bq0mL3OTC	feel something	feel something	Bea Miller
Feel This Moment	Pitbull	yes	0Hf4aIJpsN4Os2f0y0VqWl	Feel This Moment (feat. Christina Aguilera)	Global Warming: Meltdown (Deluxe Version)	Pitbull,Christina Aguilera
The Feeling [feat. Halsey]	Justin Bieber	no				
Feeling Good	Michael Bublé	yes	3I09LQbHS3NSU46Ly3tPpR	Feeling Good	It's Time	Michael Bublé
Feeling Good	Apashe & Cherry Lena	maybe	19cHLzunzMz1Me83EMsOb0	Feeling Good	Feeling Good	Apashe,Cherry Lena
Feeling Good (Bassnectar Remix)	VARIOUS ARTISTS	no				
Feeling This	blink-182	yes	26AYR77170U49cMcXB7aRV	Feeling This	blink-182	blink-182
Feels	Kiiara	yes	1sx4GRirvsRPocH3W04e5a	Feels	low kii savage	Kiiara
The Feels	Labrinth	yes	3l3iCfpZsxbxWJhYoiQNkD	The Feels	Ends & Begins	Labrinth
Feels Great (feat. Fetty Wap & CVBZ)	Cheat Codes [feat. CVBZ & Fetty Wap]	maybe	5uu28fUesZMl89lf9CLrgN	Feels Great (feat. Fetty Wap & CVBZ)	Feels Great (feat. Fetty Wap & CVBZ)	Cheat Codes,Fetty Wap,CVBZ
Ferris Wheel	VARIOUS ARTISTS	maybe	0yiJNNm39cp1T7RnXOMVLX	Ferris Wheel	Free Love	Sylvan Esso
Fever	Cascada	no				
Fight The War	VARIOUS ARTISTS	maybe	2WanSjL21FGYsP7mu1YWjI	Fight The War	Kipo And The Age Of Wonderbeasts (Season 1 Mixtape)	Kittie Harloe
Filthy	Justin Timberlake	yes	5ZpjODX6OH1xZs3AOewTO6	Filthy	Man of the Woods	Justin Timberlake
The Final Battle	Les Misérables Cast	yes	06Wrhgcqj4sQeMRKxtcuGg	The Final Battle	Les Misérables: Highlights From The Motion Picture Soundtrack	Les Misérables Cast
Finale	VARIOUS ARTISTS	maybe	21kzYL070ccuYbM9tBfpP4	Finale (Can't Wait To See What You Do Next)	Neotheater	AJR
Finale	Lin-Manuel Miranda	yes	0kAWlfMyn1ah4y5iKUkngI	Finale	In the Heights (Original Broadway Cast Recording)	Doreen Montalvo,Lin-Manuel Miranda,'In The Heights' Original Broadway Company
Finale	VARIOUS ARTISTS	maybe	21kzYL070ccuYbM9tBfpP4	Finale (Can't Wait To See What You Do Next)	Neotheater	AJR
Finale  "Wicked" (From "Wicked" Original Broadway Cast Recording/2003)	VARIOUS ARTISTS	no				
Finale (Meet Me In St. Louis)	VARIOUS ARTISTS	maybe	3UPpWHMyYPrmgAcAI1E306	Finale (Meet Me In St. Louis)	Meet Me In St. Louis (Original Motion Picture Soundtrack)	MGM Studio Orchestra,Georgie Stoll
Finale: Children Will Listen	Original Broadway Cast of Into the Woods	yes	5Xi2J1eW5IOLcVa8iw1ZFz	Finale: Children Will Listen	Into The Woods	Stephen Sondheim,Bernadette Peters,Into the Woods Ensemble,Original Broadway Cast of Into the Woods,Paul Gemignani
Finale/Children Will Listen (Pt. 1)	VARIOUS ARTISTS	maybe	5GNwPO9DcyZTNmeCz8mkF6	Finale/Children Will Listen (Pt. 1)	Into the Woods (Original Motion Picture Soundtrack/Deluxe Edition)	James Corden,Emily Blunt,Meryl Streep,Company - Into the Woods (Motion Picture Cast)
Finale/Children Will Listen (Pt. 2)	VARIOUS ARTISTS	maybe	4fAxtzjlFNcx4gkR7tXyy7	Finale/Children Will Listen (Pt. 2)	Into the Woods (Original Motion Picture Soundtrack/Deluxe Edition)	Company - Into the Woods (Motion Picture Cast)
Find an Island	BENEE	yes	4Ve0Jx7MXjU4aPrFHJRZK7	Find an Island	STELLA & STEVE	BENEE
Finding You	Kesha	no				
Finding You	Kesha	no				
Fire	Louis The Child & Evalyn	maybe	4g64deYSvQZ4w9uGpYz2sL	Fire	Fire	Louis The Child,Evalyn
Fire (Glee Cast Version)	Glee Cast [feat. Kristin Chenoweth]	maybe	06SiZAfeYY3rDYRFc4Dlek	Fire (Glee Cast Version) (feat. Kristin Chenoweth)	Glee: The Music, The Complete Season One	Glee Cast,Kristin Chenoweth
Fire In My Head	Two Feet	yes	0O0l3h1tIwwec328IXT8NI	Fire In My Head	Shape & Form	Two Feet
Firebird	Milky Chance	yes	29UccmEOSp9Zb4YTdPk8Ks	Firebird	Blossom (Deluxe)	Milky Chance
Fireflies	LUM!X & Jordan Rys	maybe	2XJSKm7Ie15xQnoP1bY0Fp	Fireflies	Fireflies	LUM!X,Jordan Rys
Fireflies	Owl City	yes	3DamFFqW32WihKkTVlwTYQ	Fireflies	Ocean Eyes	Owl City
First	Gabby Douglas	no				
