Bohemian Rhapsody (Remastered 2011)	Queen	no				
Bones	Imagine Dragons	yes	0HqZX76SFLDz2aW8aiqi7G	Bones	Bones	Imagine Dragons
Bones in the Ocean	The Longest Johns	yes	3axCgesL3rsjGzCX9ZJCTo	Bones in the Ocean	Bones in the Ocean	The Longest Johns
Boogie Feet	Kesha	yes	2ZKvBNoOjYzbB00EwutMgQ	Boogie Feet (feat. Eagles of Death Metal)	Rainbow	Kesha,Eagles Of Death Metal
BOOM	X Ambassadors	yes	3V9cM3nCH2G66afoDi0snu	BOOM	ORION	X Ambassadors
BOOM [feat. Gucci Mane]	Tiësto & Sevenn [feat. Gucci Mane]	no				
Boom Crunch (Bonus Track)	Original Broadway Cast of Into the Woods	no				
Boots	Kesha	yes	2buPg3KvHsc4TzMEHkeVYn	Boots	Rainbow	Kesha
Booty [feat. Iggy Azalea]	Jennifer Lopez [feat. Iggy Azalea]	no				
Booty Swing	Parov Stelar	yes	3sMleqdCDalZ6xsAQe8xuY	Booty Swing	The Princess, Pt. Two	Parov Stelar
Born For This	The Score	yes	5Sco7mbJy7p7vdDtJW10fZ	Born For This	Pressure	The Score
Bottom Of The Deep Blue Sea	MISSIO	yes	6AvslIXIi9iaGvukefyVVK	Bottom Of The Deep Blue Sea	Loner	MISSIO
Bottom of the River	Delta Rae	yes	2LzyUfJdRp3uqTrITBJXEY	Bottom of the River	Carry the Fire	Delta Rae
Bound For Glory	Neil Young International Harvesters	no				
The Boy Next Door	VARIOUS ARTISTS	maybe	4W8zugBKFUFZLahbZjY0Bj	The Boy Next Door (from "Fuller House")	The Boy Next Door (from "Fuller House")	Jodie Sweetin
Boyfriend	Dove Cameron	yes	59CfNbkERJ3NoTXDvoURjj	Boyfriend	Boyfriend	Dove Cameron
Boys	Lizzo	yes	3R9RSIkgkZXrIgmBHGemlV	Boys	Boys (Remixes)	Lizzo
Boys And Girls Like You and Me (Outtake)	VARIOUS ARTISTS	no				
Brass Devil	Parov Stelar	yes	63ERMeqSdG8s5GQ66oy5V0	Brass Devil	Voodoo Sonic	Parov Stelar
Break Free [feat. Zedd]	Ariana Grande	no				
Break My Face	AJR	yes	4PXfhhVKlaHDZCfXRO0R1Y	Break My Face	Neotheater	AJR
Break My Heart (arr. string quartet) (Inspired by ‘Bridgerton’)	Music Lab Collective	no				
Breakin' Dishes	Rihanna	yes	5EcG8eMMlwkHRVa4aTR1qd	Breakin' Dishes	Good Girl Gone Bad	Rihanna
Breath Of Heaven (Mary's Song)	Amy Grant	yes	6fmYoJZsJzUbHPjfTyhhTz	Breath Of Heaven (Mary's Song)	Home For Christmas	Amy Grant
Breathe	In The Heights (Original Cast Recording)	maybe	6OSTrvIX8JXxRxFT4C9y0J	Breathe	In the Heights (Original Broadway Cast Recording)	'In The Heights' Original Broadway Company,Mandy Gonzalez
Breathless (Radio Edit)	Cascada	no				
Breezeblocks	alt-J	yes	3n69hLUdIsSa1WlRmjMZlW	Breezeblocks	An Awesome Wave	alt-J
Brighter Day	Gungor	yes	7r6SAw0HAH0DkXcLd4sDrz	Brighter Day	Beautiful Things	Gungor
Bring Him Home	Les Misérables Cast	maybe	5UfACd1R7ydQdNdmJheK8z	Bring Him Home (from "Les Misérables")	Stages (Deluxe)	Josh Groban
Broken [feat. Amy Lee]	Seether	no				
Broken Arrow (2017 Remaster)	Neil Young	no				
Broken Vessels (Amazing Grace) (Live)	Hillsong Worship	no				
Brokenness Aside	All Sons & Daughters	yes	6x02A6nSxBWlITXk3vNQmw	Brokenness Aside	Season One	All Sons & Daughters
The Brunch Bunch	VARIOUS ARTISTS	maybe	3L34jF5v7peXl7pbiroK83	The Brunch Bunch	Kipo And The Age Of Wonderbeasts (Season 3 Mixtape)	Daniel Rojas
Budapest	George Ezra	yes	2ixsaeFioXJmMgkkbd4uj1	Budapest	Wanted on Voyage (Expanded Edition)	George Ezra
Build My Life	Housefires	yes	0QatL1szZzMTAfZoJKWo0s	Build My Life	Housefires III	Housefires
Building The Barricade	Les Misérables Cast	yes	2srOyvH3BOa4KpjxugXJCy	Building The Barricade	Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition)	Aaron Tveit,Eddie Redmayne,Russell Crowe,Students,Les Misérables Cast
Bulletproof [feat. XYLØ]	The Score [feat. XYLØ]	no				
Buona Sera (Remastered)	Sam Butera & The Witnesses, Keely Smith & Louis Prima	no				
Burn	Lin-Manuel Miranda	maybe	4B3qvzOMzLQXLeYgPsG3KA	Burn	Hamilton (Original Broadway Cast Recording)	Phillipa Soo
Burn For You	TobyMac	yes	1FfKL8DriqpHxej7D65IRw	Burn For You	Welcome To Diverse City	TobyMac
Burn The House Down	AJR	yes	2QKLrgXNQtK2c8QbLRO3XC	Burn The House Down	The Click (Deluxe Edition)	AJR
Burn Slow	Jaira Burns	yes	0ktPiYZliUOJ7rTmUF7l3j	Burn Slow	Burn Slow	Jaira Burns
Burned (2017 Remaster)	Neil Young	no				
The Business, Pt. II	Tiësto & Ty Dolla $ign	maybe	4DOMR8UbQTl8AHXpu47y7L	The Business, Pt. II - Clean Bandit Remix	The Business, Pt. II (Clean Bandit Remix)	Tiësto,Ty Dolla $ign,Clean Bandit
By Our Love	VARIOUS ARTISTS	maybe	5VcKkupvL3WIgjk4bQbvt1	By Our Love	A.D. The Bible Continues: Music Inspired By the Epic NBC Television Event	for KING & COUNTRY
Bye Bye Blackbird	Sarah Vaughan	yes	46eCIrEYGNfET3B99kefa4	Bye Bye Blackbird	Live In Japan Vol 2	Sarah Vaughan
Cabinet Battle #1	Lin-Manuel Miranda	yes	3TfKt8mPpdXfQTMfRjHzyz	Cabinet Battle #1	Hamilton (Original Broadway Cast Recording)	Christopher Jackson,Daveed Diggs,Lin-Manuel Miranda,Okieriete Onaodowan
Cabinet Battle #2	Lin-Manuel Miranda	yes	6KRHMYPIWRgFWlXPgqO2Fp	Cabinet Battle #2	Hamilton (Original Broadway Cast Recording)	Christopher Jackson,Daveed Diggs,Lin-Manuel Miranda,Okieriete Onaodowan
Cages	We The Kingdom	yes	7duTRaOzeiLMutgM888Rm4	Cages	Holy Water	We The Kingdom
Cake by the Ocean (From "Hotel Transylvania 3")	VARIOUS ARTISTS	maybe	2Ox9rAQ61dL0BkV28OT7c3	Cake by the Ocean (From "Hotel Transylvania 3")	Kids Movie Songs 2018	Stereo Avenue
California [with Big & Rich]	Tim McGraw	no				
Call It Love	Felix Jaehn & Ray Dalton	maybe	3u4RvUJotp3aYTai3TOTSQ	Call It Love - LOVRA Remix	Call It Love (LOVRA Remix)	Felix Jaehn,Ray Dalton,LOVRA
Call Me Out	Gungor	yes	7fyDvvF9uMF9QqVpxShUwe	Call Me Out	Beautiful Things	Gungor
Call Me When You're Sober	Evanescence	yes	663Karu2rvKLdnY0eo1n3M	Call Me When You're Sober	The Open Door	Evanescence
Call You Mine (Lookas Remix)	The Chainsmokers & Bebe Rexha	no				
Campaigner	Neil Young	yes	5ue9X77nEkZJevVHquQzac	Campaigner	Campaigner	Neil Young
Can't Complain	Nickel Creek	yes	0tRECF1NOE4LKkkhxuDO99	Can't Complain	Why Should The Fire Die?	Nickel Creek
Can't Find My Way Home	Blind Faith	yes	3VyJGPYr2DF9gdBNosSao4	Can't Find My Way Home	Blind Faith	Blind Faith
Can't Help Falling In Love	Elvis Presley	yes	4hAUynwghvrqDXs1ejKNEq	Can't Help Falling In Love	Elvis 30 #1 Hits	Elvis Presley
Can't Help Falling in Love - Single	Haley Reinhart	yes	6LmFlSjRJJNcfJSxZTdcTe	Can't Help Falling in Love - Single	Can't Help Falling in Love - Single	Haley Reinhart
Can't Lose More	Carpetman	yes	3yM7PhN6MicdF9j1mTFub8	Can't Lose More	Can't Lose More	Carpetman
Can't You See	The Marshall Tucker Band	yes	4fUU9WKxEgJXyrZJsUA2iP	Can't You See	The Marshall Tucker Band	The Marshall Tucker Band
Candy Shop X Element (Remix)	Eduardo Luzquiños	no				
Cane Shuga	Glass Animals	yes	7GHqPV9RCRofSXh68htAkg	Cane Shuga	How To Be A Human Being	Glass Animals
Cannot Keep You	Gungor	no				
Canvas of Life	Epica	yes	4Rm5PyaNysdcALm8964qsm	Canvas of Life	The Quantum Enigma	Epica
Careful My Toe	VARIOUS ARTISTS	maybe	6Lpv7lRmV7No6M6vL0H256	Careful My Toe	Into the Woods (Original Motion Picture Soundtrack/Deluxe Edition)	Christine Baranski,Tammy Blanchard,Lucy Punch
carmen	Stromae	no				
Carnaval Del Barrio	Lin-Manuel Miranda	maybe	6XxqRhAaruObqx8ComY0H0	Carnaval Del Barrio	In the Heights (Original Broadway Cast Recording)	Andrea Burns
Carol Of The Bells	Percy Faith	yes	73Bm5ykNG0rItWnhuT56Kt	Carol Of The Bells	Music Of Christmas Volume II	Percy Faith
Carol Of The Bells	The Tabernacle Choir at Temple Square	yes	00wCM1BJYu1xb9YJ5QnNUW	Carol Of The Bells	A Mormon Tabernacle Choir Christmas	The Tabernacle Choir at Temple Square,Orchestra at Temple Square,Craig Jessop
Carol of the Bells	Pentatonix	yes	4cJhiux4xzrdgSHUeAjP48	Carol of the Bells	PTXmas (Deluxe Edition)	Pentatonix
Carol Of The Bells	Lindsey Stirling	yes	0byPyCPX9mfGMiAGVZxasq	Carol Of The Bells	Warmer In The Winter (Deluxe Edition)	Lindsey Stirling
Carol of the Bells	John Williams	yes	4tHqQMWSqmL6YjXwsqthDI	Carol of the Bells	Home Alone (Original Motion Picture Soundtrack) [Anniversary Edition]	John Williams
Carol of the Bells (Choral)	Carol of the Bells	no				
Carol of the Bells / God Rest Ye Merry Gentlemen	The Piano Guys	yes	7r6am67jCRvroqkkE2TS8y	Carol of the Bells / God Rest Ye Merry Gentlemen	A Family Christmas	The Piano Guys
Carol Of The Bells / Sing We Now Of Christmas	BarlowGirl	no				
Castle	Halsey	yes	16w8ZGVSjI4TlTLV8VimBY	Castle	BADLANDS (Deluxe)	Halsey
CASTLE OF GLASS	Linkin Park	yes	1r1fPuhj9H4VdXr7OK6FL5	CASTLE OF GLASS	LIVING THINGS	Linkin Park
Castle On A Cloud	VARIOUS ARTISTS	maybe	5PG1OBetpMvXc1yN0P7b7L	Castle On A Cloud	Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition)	Isabelle Allen
Castle On A Cloud	Les Misérables Cast	maybe	5PG1OBetpMvXc1yN0P7b7L	Castle On A Cloud	Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition)	Isabelle Allen
Catch Me	VARIOUS ARTISTS	maybe	7eM88DF4yL4hpNnB6oJLnD	Catch Me	Here We Go Again	Demi Lovato
Catchafire (Whoopsi-Daisy)	TobyMac	yes	0hWEFEfIuUzHRgL65xORsv	Catchafire (Whoopsi-Daisy)	Welcome To Diverse City	TobyMac
Caught up in the Moment	Big & Rich	yes	78z0SUfc9HaQLXsOyWHBpL	Caught up in the Moment	Comin' to Your City	Big & Rich
Cavatina	2Cellos	maybe	6Qf5K6OEDjXNty8p91yxvQ	Cavatina	Score	2CELLOS
The Chain (2004 Remaster)	Fleetwood Mac	no				
Chains	Nick Jonas	yes	5Eg4TsPcqNbIjd8ADMZosg	Chains	Nick Jonas X2	Nick Jonas
Chalk Outlines	Ren & Chinchilla	maybe	6rD7CV7dyPBEMHt5MtXgD1	Chalk Outlines	Chalk Outlines	Ren,CHINCHILLA
Champagne	Lin-Manuel Miranda	yes	4h3uzwjfWKfs6uwwRsXQNK	Champagne	In the Heights (Original Broadway Cast Recording)	Lin-Manuel Miranda,Karen Olivo
Champion (Live)	Bethel Music	yes	55dcgR4fGVMo6rpEYpEZUi	Champion (Live)	Revival's In The Air (Live)	Bethel Music,Dante Bowe
Change	NF	yes	4cBlIM5AjnQ74f52Dv7T5K	Change	The Search	NF
Chant	Anaïs Mitchell	yes	3HdTycz1OPRrxp1s395iXQ	Chant	Chant	Hadestown Original Broadway Company,Anaïs Mitchell
Chant (Reprise)	Anaïs Mitchell	yes	4OxpwmdDfxSv2pVrCI4Rt8	Chant (Reprise)	Hadestown (Original Broadway Cast Recording)	Hadestown Original Broadway Company,Anaïs Mitchell
Chapstick	Coin	maybe	33E5u0qmzBlsHkhU1bTBWa	Chapstick	Uncanny Valley	COIN
Charlie Boy	The Lumineers	yes	5AUOnTgFkxgEwItISM14vi	Charlie Boy	The Lumineers	The Lumineers
Chasing Cars	Snow Patrol	yes	5hnyJvgoWiQUYZttV4wXy6	Chasing Cars	Eyes Open	Snow Patrol
cheers	blackbear [feat. Wiz Khalifa]	maybe	294CLJ9yQQZ7fg9QB7ve16	cheers (with Wiz Khalifa)	cheers (with Wiz Khalifa)	blackbear,Wiz Khalifa
Cheers (Drink to That)	Walk Off the Earth	maybe	7kGhFs2JCLvr9vgSktXNnI	Cheers (Drink to That)	Vol. 1	Walk off the Earth
Chevre Sisters	VARIOUS ARTISTS	maybe	36v2iLNKQKIPQDNDVIGNZP	Chevre Sisters	Kipo And The Age Of Wonderbeasts (Season 2 Mixtape)	Mindy Sterling,Kay Bess,Chris Anthony Lansdowne
Chicago	alt-J	yes	6LFZWSRtgzCXxNbQNOV8yz	Chicago	The Dream	alt-J
Chim Chim Cher-ee (From "Mary Poppins"/Soundtrack Version)	VARIOUS ARTISTS	no				
Chop Suey!	System Of A Down	yes	2DlHlPMa4M17kufBvI2lEN	Chop Suey!	Toxicity	System Of A Down
Chopin: 12 Études, Op. 10: No. 12 in C Minor "Revolutionary"	Vladimir Ashkenazy & Frédéric Chopin	no				
Christmas Dinner, Country Style (Remastered 2006)	Bing Crosby	no				
Christmas Medley	Jon Schmidt	yes	1I4KVDmQQXnLfIRk9px2Rt	Christmas Medley	Jon Schmidt Christmas	Jon Schmidt
Christmas Morning	The Piano Guys	yes	5fcRaiktOXuGauXlTfumSY	Christmas Morning	A Family Christmas	The Piano Guys
Christmas Present	Doris Day	yes	1xe23tnhDxk0tn1DZa6fPN	Christmas Present	Personal Christmas Collection	Doris Day
Christmas Story	Doris Day	yes	6XxtffI0r2MQw7d6H1MKRI	Christmas Story (with Paul Weston & His Orchestra & The Norman Luboff Choir)	Personal Christmas Collection	Doris Day,Paul Weston And His Orchestra,The Norman Luboff Choir
The Christmas Waltz	Doris Day	yes	0od9zbD6Bcc8b7dCMRFWBZ	The Christmas Waltz	The Doris Day Christmas Album	Doris Day
Christmas With You	Spencer Day	yes	2i1gLZiRm2y0sS24Snka7R	Christmas With You	Jazz Holiday	Spencer Day
Church Bells	Carrie Underwood	yes	67citk3uzWs5qbaIVKTeg8	Church Bells	Storyteller	Carrie Underwood
Cinderella At The Grave	Original Broadway Cast of Into the Woods	yes	4nvA00bLCMLSFAfWMQp79d	Cinderella At The Grave	Into the Woods (Original Broadway Cast Recording)	Kim Crosby,Merle Louise,Original Broadway Cast of Into the Woods
Cinderella at the Grave	VARIOUS ARTISTS	maybe	1zBi5BkvIZoLHituNcZppN	Cinderella at the Grave	Into the Woods (Original Motion Picture Soundtrack/Deluxe Edition)	Joanna Riding
Cinema Paradiso	2Cellos	maybe	3AZ69M4QXCgM6sq6B8nLzK	Cinema Paradiso	Score	2CELLOS
Cinnamon Girl (2009 Remaster)	Neil Young & Crazy Horse	no				
Circles	Post Malone	yes	21jGcNKet2qwijlDFuPiPb	Circles	Hollywood's Bleeding	Post Malone
CITY OF ANGELS	24kgoldn	maybe	6ap9lSRJ0iLriGLqoJ44cq	CITY OF ANGELS	DROPPED OUTTA COLLEGE	24kGoldn
City Of Stars	Justin Hurwitz, Justin Paul & Benj Pasek	maybe	3gbwtdRrtD05lz08DTxfFt	City Of Stars (Humming)	La La Land (Original Motion Picture Soundtrack)	Justin Hurwitz,Emma Stone
City Of Stars (From "La La Land" Soundtrack)	Justin Hurwitz, Justin Paul & Benj Pasek	no				
Claire de Lune-Claude Debussy	Susie Tallman	no				
Classy Girls	The Lumineers	yes	3bkhgcdVhccehnHUcUh4Go	Classy Girls	The Lumineers	The Lumineers
Clementine	Neil Young & Crazy Horse	maybe	49h9Kfgx81qeRFJIpoqpTd	Clementine	Americana	Neil Young,Crazy Horse
Closer	The Chainsmokers [feat. Halsey]	maybe	7BKLCZ1jbUBVqRi2FVlTVw	Closer	Closer	The Chainsmokers,Halsey
Closer to the Sun	Slightly Stoopid	yes	1UL8GkVAs6UcWF6BZ3DYZt	Closer to the Sun	Closer to the Sun	Slightly Stoopid
CLOUDS	NF	yes	5UMMPHPp6vRP6ghPpSUOzp	CLOUDS	CLOUDS	NF
CLOUDS (Edit)	NF	no				
The Club	Lin-Manuel Miranda	no				
Coastline	Hollow Coves	yes	4sDbdBjuYQVdNNB4PiHUPo	Coastline	Wanderlust	Hollow Coves
Cocoa Hooves	Glass Animals	yes	4Qw1VBxYRX2ieU9CADu8Co	Cocoa Hooves	ZABA	Glass Animals
Coffee	Sylvan Esso	yes	30GGIrrJdSNtecPiFcVP5O	Coffee	Sylvan Esso	Sylvan Esso
Cold (Acoustic)	Flawed Mangoes	no				
Colors	Halsey	yes	1TnUURhehaoMWKAqQtirm6	Colors	BADLANDS	Halsey
Colors	Łaszewo	yes	3y7V7vaSrgbjqU3qJlVwTf	Colors	Colors	Łaszewo
Colors	Black Pumas	yes	6d4FWjx72iuRWzn1HwywLK	Colors	Black Pumas	Black Pumas
Colors of the Wind	VARIOUS ARTISTS	maybe	1OYOLWqKmhkFIx2KC9ek1a	Colors of the Wind	Pocahontas	Judy Kuhn
Come & Get It	Selena Gomez	yes	6LoQHIo74tOzQ8EsLEkhgF	Come & Get It	Stars Dance (Bonus Track Version)	Selena Gomez
Come Alive	VARIOUS ARTISTS	maybe	5xNUR50KxswPRAvx7S163g	Come Alive	The Greatest Showman (Original Motion Picture Soundtrack)	Hugh Jackman,Keala Settle,Daniel Everidge,Zendaya,The Greatest Showman Ensemble
Come Alive (Dry Bones)	Lauren Daigle	yes	0cc2WXV2i8Jl3LhPKlZho1	Come Alive (Dry Bones)	How Can It Be	Lauren Daigle
Come Along	Pentatonix	yes	52J0xWYEGceLicOiziLNFp	Come Along	Come Along	Pentatonix
Come and Get Your Love (Rerecorded)	Redbone	yes	2T43UrvAg60ubJVo5KQ3t7	Come and Get Your Love (Rerecorded)	The Best of Redbone	Redbone
Come And Play (Masquerade)	VARIOUS ARTISTS	no				
Come Away To The Water (feat. Maroon 5 & Rozzi Crane)	VARIOUS ARTISTS	no				
Come Home with Me	Anaïs Mitchell	no				
Come Home with Me (Reprise)	Anaïs Mitchell	yes	7pa1vDDj9rhlw2ABngvF6D	Come Home with Me (Reprise)	Hadestown (Original Broadway Cast Recording)	Reeve Carney,Eva Noblezada,Anaïs Mitchell,Hadestown Original Broadway Company
Comin' Home Baby	VARIOUS ARTISTS	maybe	71tjsDvB4EMJqNG8EMmFnb	Comin' Home Baby	Comin' Home Baby	Mel Tormé
Comin' to Your City	Big & Rich	no				
Coming Back	Mitch King	yes	27UfCjlvNphQGG06cx4Uq9	Coming Back	A Life Under the Sun	Mitch King
The Concerto	Arcane & League of Legends	no				
Confess	Apashe, LeKtriQue	no				
Confident	Demi Lovato	yes	18xfL5bAbwy1IhIOaaHf57	Confident	Confident	Demi Lovato
The Confrontation	Les Misérables Cast	maybe	5Tu7E5l3Czv6APtGkAsLv4	The Confrontation - Live	Les Misérables (10th Anniversary Concert Live at Royal Albert Hall)	Philip Quast,Colm Wilkinson
The Conqueror's Waltz	Joshua Kyan Aalampour	yes	6wOwBIfUDe2eZAMs4u0qbT	The Conqueror's Waltz	The Conqueror's Waltz	Joshua Kyan Aalampour
Control	Halsey	yes	3SKzTIl9mW0DadTys9SFo3	Control	BADLANDS (Deluxe)	Halsey
The Convent	Les Misérables Cast	yes	28kol7eppArFKGKaG8Qy60	The Convent	Les Misérables: The Motion Picture Soundtrack Deluxe (Deluxe Edition)	Hugh Jackman,Les Misérables Cast
Conversation	Lounge Lizard Publications Limited	no				
Cool for the Summer	Demi Lovato	yes	3uwnnTQcHM1rDqSfA4gQNz	Cool for the Summer	Confident	Demi Lovato
Cool Kids	Echosmith	yes	13P5rwmk2EsoFRIz9UCeh9	Cool Kids	Talking Dreams (Deluxe Edition)	Echosmith
COPYCAT	Billie Eilish	yes	5w7wuzMzsDer96KqxafeRK	COPYCAT	dont smile at me	Billie Eilish
Cortez the Killer (2017 Remaster)	Neil Young	no				
Cosmic Love	Florence + The Machine	yes	0CSTvWUps1YmpQoXXay9ol	Cosmic Love	Lungs (Deluxe Edition)	Florence + The Machine
Cough Syrup	Young The Giant	maybe	1UqhkbzB1kuFwt2iy4h29Q	Cough Syrup	Young The Giant (Special Edition)	Young the Giant
Could I Be	Sylvan Esso	yes	5QE1LaOBHNm52aLV36miXz	Could I Be	Sylvan Esso	Sylvan Esso
Cowboy Casanova	Carrie Underwood	yes	6OqdF0vHI9xkqswI7EK0cD	Cowboy Casanova	Play On	Carrie Underwood
Cowgirl in the Sand (2009 Remaster)	Neil Young & Crazy Horse	no				
Coyote	Dope Lemon	maybe	1spNI7lbpIpIaqI4Ci9SiF	Coyote	Honey Bones	DOPE LEMON
Cozy	Jeremy Zucker, Lauv & Alexander 23	maybe	5mRFZlOAptPpimncCeBxoJ	Cozy	Cozy	Jeremy Zucker,Lauv,Alexander 23
Crank It Up (Feat. Akon)	David Guetta	no				
Crash My Car	Coin	maybe	5SN3mwuodiwY3jPejBuUD5	Crash My Car	Dreamland	COIN
Crave You (Adventure Club Remix)	VARIOUS ARTISTS	no				
Crazy In Love	Beyoncé	yes	5IVuqXILoxVWvWEPm82Jxr	Crazy In Love (feat. Jay-Z)	Dangerously In Love	Beyoncé,JAY-Z
Crazy In Love (Remix)	Beyoncé	no				
Creation Sings (feat. Leslie Jordan & David Leonard)	All Sons & Daughters [feat. Leslie Jordan & David Leonard]	no				
Creator	The Lads	yes	6xmz2Mb7G9M1slX3IufLO2	Creator	Secrets of the Universe	The Lads
creature	half·alive	maybe	6tJkq3zUXlEjWluMW9Hdij	creature	Now, Not Yet	half•alive
Creatures in Heaven	Glass Animals	yes	1QDgcVfZKIf2SKBjQzzTLs	Creatures in Heaven	I Love You So F***ing Much	Glass Animals
Creep	R3HAB & GATTÜSO	maybe	7DRdeWi12hITQSrDTHHEvp	Creep - R3HAB Chill Mix	Creep (R3HAB Chill Mix)	R3HAB,GATTÜSO
Cringe	Matt Maeson	yes	12rhvKDK2FfHTZZ1sSAHDG	Cringe	Bank On The Funeral	Matt Maeson
Crooked Frame	VARIOUS ARTISTS	maybe	5ocxKTtF2LGl0snxgsG4nJ	Crooked Frame	With These Hands	Alejandro Escovedo
Cruel To The Beat	VARIOUS ARTISTS	maybe	43eMHvvm5SHRslMwEs0rCx	Cruel To The Beat	Kipo And The Age Of Wonderbeasts (Season 3 Mixtape)	Andra Gunter
Crybaby	Lizzo	yes	6pRLJSrcskYSKYuKgJtDgD	Crybaby	Cuz I Love You	Lizzo
CTRL + ALT + DEL	Rêve	yes	7ElC7VjUNl3oJ20Q5OpEh9	CTRL + ALT + DEL	CTRL + ALT + DEL	Rêve
CTRL + ALT + DEL	Rêve	yes	7ElC7VjUNl3oJ20Q5OpEh9	CTRL + ALT + DEL	CTRL + ALT + DEL	Rêve
Cuba Libre	Parov Stelar	yes	60AgWcxhHdch6hHJhYW6T1	Cuba Libre	The Burning Spider	Parov Stelar,Mildred Bailey
The Cure	Lady Gaga	yes	34oB5r0lcN3fYWCs2uA1k5	The Cure	The Cure	Lady Gaga
The Cure	VARIOUS ARTISTS	maybe	34oB5r0lcN3fYWCs2uA1k5	The Cure	The Cure	Lady Gaga
Curses	The Crane Wives	yes	5PqUrRRbNsjMCM2o61istC	Curses	Foxlore	The Crane Wives
Cuz I Love You	Lizzo	yes	6YdQgWSpsxhVeX6Xmv3IFJ	Cuz I Love You	Cuz I Love You	Lizzo
Cuz I Love You	Lizzo	yes	6YdQgWSpsxhVeX6Xmv3IFJ	Cuz I Love You	Cuz I Love You	Lizzo
Cyclone	Baby Bash	yes	6LEhoeg18hJpFBdtoMGC7l	Cyclone	Latin World Hip Hop Reloaded 1	Baby Bash,T-Pain
Dance Monkey	Tones And I	yes	2XU0oxnq2qxCpomAAuJY8K	Dance Monkey	Dance Monkey (Stripped Back) / Dance Monkey	Tones And I
Dance of the Sugar Plum Fairy	Pentatonix	yes	0u0TlASkQWH2bGIZRu0HLh	Dance of the Sugar Plum Fairy	That's Christmas To Me (Deluxe Edition)	Pentatonix
Dancing In The Dark	Imagine Dragons	no				
Dancing In The Moonlight (feat. NEIMY)	Jubël [feat. NEIMY]	maybe	4GSDkZt7GcmzBWmsMcpaVO	Dancing In The Moonlight (feat. NEIMY)	Dancing In The Moonlight (feat. NEIMY)	Jubël,NEIMY
Dancing on the Waves	Bethel Music	yes	7D2dX1omKWoLatKZyYMhCV	Dancing on the Waves	Peace	Bethel Music,We The Kingdom
Dancing Through Life (From "Wicked" Original Broadway Cast Recording/2003)	VARIOUS ARTISTS	no				
Dancing With The Devil	Demi Lovato	yes	0XqQxKtAdYbOC8OVIjWLZD	Dancing With The Devil	Dancing With The Devil…The Art of Starting Over	Demi Lovato
Dancing With Your Ghost	Sasha Alex Sloan	yes	1TQXIltqoZ5XXyfCbAeSQQ	Dancing With Your Ghost	Dancing With Your Ghost	Sasha Alex Sloan
Dangerous	Cascada	no				
Dangerous (feat. Sam Martin)	David Guetta	yes	2w2lfwoTELQyN940qM7Nfd	Dangerous (feat. Sam Martin)	Listen (Deluxe)	David Guetta,Sam Martin
Dangerous (Oliver Remix)	Big Data	no				
Dangerous Woman	Ariana Grande	yes	6RUhbFEhrvGISaQ8u2j2JN	Dangerous Woman	Dangerous Woman	Ariana Grande
Danke Schoen	Wayne Newton	yes	3H8Sn0mYsZMPPlMCbebOJ5	Danke Schoen	Danke Schoen	Wayne Newton
Danke Schoen	Wayne Newton	yes	3H8Sn0mYsZMPPlMCbebOJ5	Danke Schoen	Danke Schoen	Wayne Newton
Danke Schoen (Remastered)	VARIOUS ARTISTS	no				
Dark Side	Bishop Briggs	yes	6FFrva3VXMwabDvuHkX4ZU	Dark Side	Bishop Briggs	Bishop Briggs
Darkside	Alan Walker, Au/Ra & Tomine Harket	maybe	6SRWhUJcD2YKahCwHavz3X	Darkside	Different World	Alan Walker,Au/Ra,Tomine Harket
DARKSIDE	NEONI	maybe	6xlOnm5MITIKtixzJW8R0j	DARKSIDE	Wars In A Wonderland	Neoni
Darkside (feat. Kiiara)	VARIOUS ARTISTS	no				
Davy Jones	Hans Zimmer	yes	6buHoQU9OTdbJrAuniVwGL	Davy Jones	Pirates of the Caribbean: Dead Man's Chest (Original Motion Picture Soundtrack)	Hans Zimmer
Days In The Sun	VARIOUS ARTISTS	maybe	2ppkGKabWsSgNV4fvOldQb	Days In The Sun	Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition)	Adam Mitchell,Stanley Tucci,Ewan McGregor,Gugu Mbatha-Raw,Ian McKellen,Emma Thompson,Emma Watson,Audra McDonald,Clive Rowe
Dead And Gone [feat. Justin Timberlake]	VARIOUS ARTISTS	no				
Dead Girl Walking	VARIOUS ARTISTS	maybe	5L5N8YOsBxdzR9h9sudBgG	Dead Girl Walking	Heathers: The Musical (World Premiere Cast Recording)	Barrett Wilbert Weed,Ryan McCartan
Dead Girl Walking (Reprise)	VARIOUS ARTISTS	maybe	0ZwCQw4tzcMGq8wZpx1KjX	Dead Girl Walking (Reprise)	Heathers: The Musical (World Premiere Cast Recording)	Barrett Wilbert Weed,Michelle Duffy,Daniel Cooney,Ryan McCartan,Elle McLemore
Dead Sea	The Lumineers	yes	1ipIRGBLxYh0ijp3JioP3p	Dead Sea	The Lumineers	The Lumineers
